Squad,Year,Rank.x,# Pl.x.x,90s.x.x,SCA,SCA90,PassLive,PassDead,TO,Sh.x,Fld,Def,GCA,GCA90,# Pl.y.x,90s.y.x,Gls,Sh.y,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK.x,PK,PKatt.x,xG,npxG,npxG/Sh,G-xG,np:G-xG,prop_SCA_dead,performance,Rank.y,# Pl.x.y,Poss,90s.x.y,Touches,Def Pen,Def 3rd.x,Mid 3rd.x,Att 3rd.x,Att Pen,Live,Att.x.x,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.x,PrgDist.x,PrgC,1/3.x,CPA,Mis,Dis,Rec,PrgR,# Pl.y.y,90s.y.y,Cmp.x,Att.y.x,Cmp%.x,TotDist.y,PrgDist.y,Ast,xAG,xA,A-xAG,KP,1/3.y,PPA,CrsPA,PrgP,takeons_per_match,prop_def_third,prop_mid_third,prop_att_third,kp_90,crosses_90,PrgP_90,PrgC_90,takeons_attempted_90,def_third_touches_90,mid_third_touches_90,att_third_touches_90,Rank,# Pl.x,MP,Starts,Min,90s.x,GA.x,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt.y,PKA.x,PKsv,PKm,# Pl.y,90s.y,GA.y,PKA.y,FK.y,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp.y,Att.x.y,Cmp%.y,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,# Pl,90s,Tkl,TklW,Def 3rd.y,Mid 3rd.y,Att 3rd.y,Att.y.y,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,opp_90,tkl_90,int_90,tkl_int_90,def_3rd_90,att_3rd_90,save_performance,prop_tkl_w
Porto,18/19,QF,25,10.3,228,22.06,142,30,15,20,13,8,36,3.48,25,10.3,20,130,48,36.9,12.58,4.6499999999999995,0.12000000000000001,0.32999999999999996,17.6,3,4,5,16.9,13,0.1,3.1,3,0.13157894736842105,Overperformed,QF,25,53,10.3,6153,582,1893,2919,1410,230,6148,201,108,53.7,93,46.3,3349,19332,9595,191,166,50,149,123,3738,372,25,10.3,3769,4932,76.4,70712,25766,15,11.1,10.5,3.9,91,266,64,17,379,19.514563106796114,0.3076548025353486,0.47440273037542663,0.22915650901999024,8.834951456310678,1.6504854368932038,36.79611650485437,18.54368932038835,19.514563106796114,183.78640776699027,283.3980582524272,136.89320388349515,QF,1,10,10,930,10.3,15,1.45,37,21,67.6,6,1,3,1,10,5,3,1,1,1,10.3,15,3,0,2,0,13.8,0.26,-1.2,-0.12000000000000001,64,160,40,295,29,38.3,35.3,136,3,2.2,11,1.06,15.7,25,10.3,180,122,99,58,23,145,44.1,81,118,32,86,119,299,225,3,13.20388349514563,17.475728155339805,11.553398058252426,29.02912621359223,9.611650485436893,2.233009708737864,Underperformed,0.6777777777777778
Porto,20/21,QF,26,10.3,134,12.97,86,19,11,7,10,1,24,2.32,26,10.3,15,79,35,44.3,7.6499999999999995,3.3899999999999997,0.14,0.31,18.7,1,4,4,12.5,9.4,0.13,2.5,1.6,0.1417910447761194,Overperformed,QF,26,39.8,10.3,5228,739,2090,2127,1075,164,5224,182,109,59.9,73,40.1,2574,12609,6076,118,88,30,173,74,3015,246,26,10.3,3046,4066,74.9,55442,20991,6,6.7,6.3,-0.7,55,196,57,12,251,17.669902912621357,0.3997704667176741,0.4068477429227238,0.20562356541698545,5.339805825242718,1.1650485436893203,24.36893203883495,11.456310679611649,17.669902912621357,202.9126213592233,206.50485436893203,104.36893203883494,QF,2,10,10,930,10.3,9,0.8700000000000001,39,30,79.5,6,1,3,6,60,2,1,0,1,2,10.3,9,1,1,1,0,13,0.31,4,0.39,69,247,27.9,366,44,57.9,40.5,191,5,2.6,8,0.77,5,26,10.3,165,96,98,53,14,183,41.5,107,116,36,80,91,256,250,2,18.54368932038835,16.019417475728154,8.834951456310678,24.854368932038835,9.514563106796116,1.3592233009708736,Overperformed,0.5818181818181818
Porto,21/22,GR,22,6,104,17.330000000000002,73,15,6,4,5,1,7,1.1700000000000002,22,6,4,64,17,26.6,10.67,2.8299999999999996,0.05,0.18,16.5,0,1,1,8,7.2,0.11,-4,-4.2,0.14423076923076922,Underperformed,GR,22,47.8,6,3226,403,1106,1349,813,123,3225,102,51,50,51,50,1673,8807,4311,90,68,25,113,50,1911,155,22,6,1925,2550,75.5,36233,13408,3,5.7,5.4,-2.7,52,134,35,12,157,17,0.3428394296342219,0.4181649101053937,0.25201487910725356,8.666666666666666,2,26.166666666666668,15,17,184.33333333333334,224.83333333333334,135.5,GR,1,6,6,540,6,11,1.83,28,18,60.7,1,2,3,2,33.3,0,0,0,0,1,6,11,0,0,1,1,10.4,0.37,0.4,0.06,56,149,37.6,247,26,53,40.8,72,6,8.3,12,2,19.6,22,6,108,67,53,39,16,124,37.9,77,72,16,56,53,161,106,4,12,18,8.833333333333334,26.833333333333332,8.833333333333334,2.6666666666666665,Overperformed,0.6203703703703703
Porto,22/23,R16,24,8,193,24.12,146,15,3,19,8,2,18,2.25,24,8,12,111,38,34.2,13.870000000000001,4.75,0.08,0.24000000000000002,16.5,1,3,3,15.2,12.9,0.12000000000000001,-3.2,-3.9,0.07772020725388601,Underperformed,R16,24,47.5,8,4608,613,1703,1929,1025,215,4605,145,62,42.8,65,44.8,2839,13925,7253,144,83,41,126,53,2832,248,24,8,2857,3703,77.2,51436,19403,7,10.6,8.6,-3.6,85,173,60,16,249,18.125,0.3695746527777778,0.4186197916666667,0.2224392361111111,10.625,2,31.125,18,18.125,212.875,241.125,128.125,R16,1,8,8,720,8,8,1,38,28,81.6,4,1,3,4,50,4,1,3,0,1,8,8,1,0,1,1,10.7,0.18,3.7,0.46,56,147,38.1,320,44,37.2,36.1,117,9,7.7,8,1,13.6,24,8,136,88,76,45,15,127,44.9,70,85,23,62,77,213,152,1,14.625,17,9.625,26.625,9.5,1.875,Overperformed,0.6470588235294118
PSV Eindhoven,18/19,GR,18,6,132,22,90,10,5,8,16,3,9,1.5,18,6,6,75,26,34.7,12.5,4.33,0.08,0.23,18.5,5,0,0,7.1,7.1,0.1,-1.1,-1.1,0.07575757575757576,Underperformed,GR,18,31.8,6,2775,481,1102,1125,580,97,2775,71,38,53.5,33,46.5,1231,7455,3937,85,63,19,78,56,1440,142,18,6,1452,1993,72.9,27682,12527,5,5.5,5.6,-0.5,54,114,29,11,143,11.833333333333334,0.3971171171171171,0.40540540540540543,0.209009009009009,9,1.8333333333333333,23.833333333333332,14.166666666666666,11.833333333333334,183.66666666666666,187.5,96.66666666666667,GR,1,6,6,540,6,13,2.17,50,37,74,0,2,4,0,0,0,0,0,0,1,6,13,0,1,0,0,13.1,0.26,0.1,0.02,63,134,47,126,21,61.1,42.3,119,3,2.5,2,0.32999999999999996,10.2,18,6,89,47,56,22,11,102,31.4,70,95,45,50,73,162,220,2,19.833333333333332,14.833333333333334,12.166666666666666,27,9.333333333333334,1.8333333333333333,Overperformed,0.5280898876404494
Rangers,22/23,GR,22,6,70,11.67,47,5,6,6,6,0,4,0.6699999999999999,22,6,2,43,10,23.3,7.17,1.6700000000000002,0.02,0.1,17.6,2,1,1,4.9,4.1,0.1,-2.9,-3.1,0.07142857142857142,Underperformed,GR,22,38.5,6,3046,455,1224,1291,561,68,3045,89,30,33.7,50,56.2,1707,8592,3860,62,51,17,82,54,1838,137,22,6,1850,2452,75.4,33043,11529,1,2.7,2.3,-1.7,30,118,20,13,139,14.833333333333334,0.40183847669074196,0.4238345370978332,0.18417596848325674,5,2.1666666666666665,23.166666666666668,10.333333333333334,14.833333333333334,204,215.16666666666666,93.5,GR,2,6,6,540,6,22,3.67,51,28,60.8,0,0,6,0,0,3,2,1,0,2,6,22,2,1,3,0,18.2,0.3,-3.8,-0.64,31,105,29.5,168,25,42.9,35.7,67,2,3,7,1.1700000000000002,20.2,22,6,89,45,38,42,9,91,42.9,52,63,24,39,58,147,105,3,11.166666666666666,14.833333333333334,9.666666666666666,24.5,6.333333333333333,1.5,Underperformed,0.5056179775280899
RB Leipzig,19/20,SF,25,10,282,28.2,224,14,13,16,12,3,30,3,25,10,16,154,46,29.9,15.4,4.6,0.08,0.26,18.4,3,4,4,18,14.8,0.1,-2,-2.8,0.04964539007092199,Underperformed,SF,25,57.1,10,7632,600,1974,3669,2047,259,7628,174,102,58.6,72,41.4,4298,22171,12453,233,189,36,183,76,5269,560,25,10,5285,6434,82.1,85374,29666,10,9.9,11.1,0.1,110,450,125,32,563,17.4,0.2586477987421384,0.48073899371069184,0.2682127882599581,11,3.2,56.3,23.3,17.4,197.4,366.9,204.7,SF,2,10,10,900,10,12,1.2,46,34,76.1,6,2,2,3,30,1,1,0,0,2,10,12,1,0,0,0,15.3,0.31,3.3,0.32999999999999996,43,105,41,306,51,28.4,23,130,7,5.4,15,1.5,5,25,10,197,115,99,80,18,215,40,129,98,19,79,99,296,186,4,13,19.7,9.9,29.6,9.9,1.8,Overperformed,0.583756345177665
RB Leipzig,20/21,R16,20,8,184,23,147,17,6,10,3,1,20,2.5,20,8,11,99,30,30.3,12.38,3.75,0.1,0.32999999999999996,17,0,1,1,10.6,9.8,0.1,0.4,0.2,0.09239130434782608,Overperformed,R16,20,52.4,8,5396,518,1668,2593,1183,178,5395,112,64,57.1,48,42.9,3047,14864,7304,102,116,26,147,63,3478,323,20,8,3496,4469,78.2,59019,21375,10,8.8,7.8,1.2,85,232,78,15,323,14,0.30911786508524836,0.48054114158636024,0.219236471460341,10.625,1.875,40.375,12.75,14,208.5,324.125,147.875,R16,1,8,8,720,8,16,2,37,21,64.9,4,0,4,1,12.5,4,3,1,0,1,8,16,3,1,1,1,16.7,0.35,1.7,0.22,26,75,34.7,261,43,25.7,30.4,81,5,6.2,14,1.75,18.6,20,8,165,99,71,78,16,173,44.5,96,91,15,76,108,273,112,7,10.125,20.625,13.5,34.125,8.875,2,Overperformed,0.6
RB Leipzig,21/22,GR,23,6,156,26,116,10,5,10,12,3,27,4.5,23,6,15,87,31,35.6,14.5,5.17,0.15000000000000002,0.42000000000000004,17.3,3,2,3,13.4,11.1,0.13,1.6,1.9,0.0641025641025641,Overperformed,GR,23,49,6,3583,388,1173,1495,940,170,3580,79,45,57,34,43,1599,8863,4428,88,81,29,80,58,2271,242,23,6,2288,2923,78.3,38913,15225,13,9.6,8.4,3.4,66,187,63,11,244,13.166666666666666,0.3273792910968462,0.4172481161038236,0.26234998604521353,11,1.8333333333333333,40.666666666666664,14.666666666666666,13.166666666666666,195.5,249.16666666666666,156.66666666666666,GR,2,6,6,540,6,14,2.3299999999999996,27,14,55.6,2,1,3,1,16.7,3,2,0,1,2,6,14,2,0,3,1,10.9,0.37,-2.1,-0.36,26,71,36.6,193,25,33.7,50.6,65,5,7.7,8,1.33,15.2,23,6,100,52,44,36,20,126,34.9,82,78,21,57,70,170,81,1,10.833333333333334,16.666666666666668,11.666666666666666,28.333333333333332,7.333333333333333,3.3333333333333335,Underperformed,0.52
RB Leipzig,22/23,R16,22,8,156,19.5,127,10,6,7,5,1,21,2.62,22,8,13,88,34,38.6,11,4.25,0.15000000000000002,0.38,15.8,3,0,0,11.7,11.7,0.13,1.3,1.3,0.0641025641025641,Overperformed,R16,22,50,8,5175,543,1698,2323,1190,175,5175,112,58,51.8,39,34.8,3642,17613,8524,126,109,33,113,62,3740,335,22,8,3767,4438,84.9,63764,20326,12,10.2,10.2,1.8,74,270,88,17,336,14,0.32811594202898553,0.4488888888888889,0.22995169082125605,9.25,2.125,42,15.75,14,212.25,290.375,148.75,R16,2,8,8,720,8,17,2.12,39,22,61.5,4,1,3,2,25,2,2,0,0,2,8,17,2,0,3,0,14.4,0.35,-2.6,-0.32999999999999996,14,52,26.9,277,34,16.6,25.4,92,6,6.5,5,0.63,17.8,22,8,136,79,62,57,17,152,45.4,83,80,17,63,68,204,108,6,11.5,17,8.5,25.5,7.75,2.125,Underperformed,0.5808823529411765
RB Salzburg,19/20,GR,21,6,162,27,122,13,11,9,3,4,29,4.83,21,6,16,93,35,37.6,15.5,5.83,0.15000000000000002,0.4,17.7,1,2,2,13.7,12.1,0.13,2.3,1.9,0.08024691358024691,Overperformed,GR,21,44.8,6,3536,358,1055,1660,859,157,3534,103,47,45.6,56,54.4,1601,8305,4626,102,65,36,109,53,2045,258,21,6,2061,2763,74.6,32897,14263,13,10.4,8.7,2.6,75,176,67,7,260,17.166666666666668,0.2983597285067873,0.46945701357466063,0.24292986425339366,12.5,1.1666666666666667,43.333333333333336,17,17.166666666666668,175.83333333333334,276.6666666666667,143.16666666666666,GR,2,6,6,540,6,13,2.17,29,16,55.2,2,1,3,0,0,0,0,0,0,2,6,13,0,0,0,0,9,0.32999999999999996,-4,-0.6699999999999999,19,68,27.9,95,21,34.7,30.7,86,5,5.8,5,0.8300000000000001,18.8,21,6,127,75,67,46,14,170,38.8,104,70,23,47,63,190,134,4,14.333333333333334,21.166666666666668,10.5,31.666666666666668,11.166666666666666,2.3333333333333335,Underperformed,0.5905511811023622
RB Salzburg,20/21,GR,19,6,167,27.830000000000002,117,14,10,13,9,4,11,1.83,19,6,9,103,39,37.9,17.17,6.5,0.09,0.23,18,5,0,0,11.2,11.2,0.11,-2.2,-2.2,0.08383233532934131,Underperformed,GR,19,48.8,6,3724,299,1075,1740,948,142,3724,92,45,48.9,47,51.1,1870,9916,5292,103,85,28,88,49,2151,292,19,6,2172,2946,73.7,37091,14715,6,8.2,6.8,-2.2,69,202,60,7,297,15.333333333333334,0.28866809881847477,0.4672395273899033,0.2545649838882922,11.5,1.1666666666666667,49.5,17.166666666666668,15.333333333333334,179.16666666666666,290,158,GR,1,6,6,540,6,17,2.8299999999999996,32,16,53.1,1,1,4,0,0,2,2,0,0,1,6,17,2,0,3,1,12.4,0.32999999999999996,-3.6,-0.6,11,36,30.6,94,19,34,32.1,67,3,4.5,3,0.5,13.4,19,6,117,62,52,53,12,134,37.3,84,86,17,69,97,214,121,1,11.166666666666666,19.5,16.166666666666668,35.666666666666664,8.666666666666666,2,Underperformed,0.5299145299145299
RB Salzburg,21/22,R16,21,8,137,17.12,94,9,9,13,11,1,16,2,21,8,10,84,34,40.5,10.5,4.25,0.08,0.21000000000000002,21.3,6,3,5,12.3,8.4,0.1,-2.3,-1.4,0.06569343065693431,Underperformed,R16,21,44.4,8,4325,419,1457,1857,1068,119,4320,140,69,49.3,71,50.7,2162,11009,6036,127,79,39,158,59,2433,292,21,8,2457,3368,73,44588,18082,6,6.1,3.9,-0.1,55,237,36,2,293,17.5,0.336878612716763,0.429364161849711,0.24693641618497109,6.875,0.25,36.625,15.875,17.5,182.125,232.125,133.5,R16,1,8,8,720,8,14,1.75,30,16,63.3,3,2,3,1,12.5,3,3,0,0,1,8,14,3,1,1,0,11.5,0.29000000000000004,-2.5,-0.31,32,97,33,173,35,37,35.3,103,5,4.9,10,1.25,17.3,21,8,175,94,82,68,25,225,43.6,127,100,26,74,96,271,125,1,12.875,21.875,12,33.875,10.25,3.125,Underperformed,0.5371428571428571
RB Salzburg,22/23,GR,19,6,134,22.330000000000002,99,9,7,11,5,3,9,1.5,19,6,5,84,27,32.1,14,4.5,0.05,0.15000000000000002,19.1,3,1,1,8.3,7.5,0.09,-3.3,-3.5,0.06716417910447761,Underperformed,GR,19,40,6,3016,338,873,1411,779,108,3015,100,33,33,52,52,1681,9870,4686,86,78,20,112,63,1512,169,19,6,1527,2223,68.7,26035,11972,3,5.9,4.8,-2.9,58,127,43,13,171,16.666666666666668,0.28945623342175064,0.46783819628647216,0.258289124668435,9.666666666666666,2.1666666666666665,28.5,14.333333333333334,16.666666666666668,145.5,235.16666666666666,129.83333333333334,GR,1,6,6,540,6,9,1.5,30,21,70,1,3,2,1,16.7,0,0,0,0,1,6,9,0,0,2,0,9.4,0.31,0.4,0.07,29,73,39.7,111,11,54.1,42.4,89,2,2.2,8,1.33,16.2,19,6,154,85,77,54,23,120,58.3,50,93,23,70,51,205,118,3,14.833333333333334,25.666666666666668,8.5,34.166666666666664,12.833333333333334,3.8333333333333335,Overperformed,0.551948051948052
Real Madrid,18/19,R16,24,8,280,35,218,21,18,12,7,4,28,3.5,24,8,15,153,58,37.9,19.130000000000003,7.25,0.1,0.26,17,2,0,0,16.9,16.9,0.11,-1.9,-1.9,0.075,Underperformed,R16,24,62.1,8,6291,471,1504,2999,1837,269,6291,148,91,61.5,57,38.5,4125,22827,11606,257,167,87,109,78,4660,535,24,8,4682,5445,86,86214,28482,12,15.3,12,-3.3,127,450,87,19,536,18.5,0.23907168971546655,0.47671276426641235,0.2920044508027341,15.875,2.375,67,32.125,18.5,188,374.875,229.625,R16,2,8,8,720,8,10,1.25,37,27,73,5,0,3,3,37.5,0,0,0,0,2,8,10,0,1,0,0,11.3,0.31,1.3,0.16,47,102,46.1,187,46,36.4,38.2,79,3,3.8,10,1.25,16.2,24,8,128,95,67,47,14,134,46.3,72,80,22,58,106,234,106,7,9.875,16,13.25,29.25,8.375,1.75,Overperformed,0.7421875
Real Madrid,19/20,R16,25,8,254,31.75,195,21,7,15,12,4,28,3.5,25,8,16,138,53,38.4,17.25,6.619999999999999,0.11,0.28,17.8,3,1,1,16.6,15.8,0.12000000000000001,-0.6,-0.8,0.08267716535433071,Underperformed,R16,25,54.8,8,6067,521,1686,2662,1760,245,6066,155,97,62.6,58,37.4,3771,20974,10974,195,175,67,105,77,4478,409,25,8,4495,5226,86,76194,23894,14,13.5,11.4,0.5,113,328,100,20,410,19.375,0.2778968188561068,0.43876710070875224,0.29009395088181966,14.125,2.5,51.25,24.375,19.375,210.75,332.75,220,R16,2,8,8,720,8,12,1.5,34,22,67.6,3,2,3,2,25,1,1,0,0,2,8,12,1,0,0,0,13.5,0.37,1.5,0.18,21,61,34.4,233,46,20.6,26.8,81,5,6.2,11,1.3800000000000001,14,25,8,123,78,59,46,18,131,35.1,85,72,27,45,92,215,110,7,10.125,15.375,11.5,26.875,7.375,2.25,Overperformed,0.6341463414634146
Real Madrid,20/21,SF,25,12,282,23.5,222,19,11,16,10,4,32,2.67,25,12,18,161,61,37.9,13.42,5.08,0.1,0.26,17.9,2,2,2,19.2,17.6,0.11,-1.2,-1.6,0.0673758865248227,Underperformed,SF,25,57.6,12,9464,779,2526,4695,2321,302,9462,221,147,66.5,74,33.5,5869,29677,14611,281,213,84,151,101,7102,542,25,12,7142,8274,86.3,120434,35434,13,13.2,14.5,-0.2,131,493,114,21,546,18.416666666666668,0.2669061707523246,0.4960904480135249,0.2452451394759087,10.916666666666666,1.75,45.5,23.416666666666668,18.416666666666668,210.5,391.25,193.41666666666666,SF,1,12,12,1080,12,14,1.1700000000000002,39,26,64.1,6,3,3,4,33.3,0,0,0,0,1,12,14,0,1,0,1,15.3,0.4,2.3,0.19,27,109,24.8,370,68,22.2,30.3,116,11,9.5,21,1.75,18.2,25,12,198,104,97,70,31,218,44,122,119,23,96,151,349,138,2,9.666666666666666,16.5,12.583333333333334,29.083333333333332,8.083333333333334,2.5833333333333335,Overperformed,0.5252525252525253
Real Madrid,21/22,W,25,13.7,327,23.93,270,13,18,11,14,1,46,3.3699999999999997,25,13.7,28,179,66,36.9,13.1,4.83,0.14,0.38,18,9,3,3,21.6,19.2,0.11,6.4,5.8,0.039755351681957186,Overperformed,W,25,51.1,13.7,9305,1023,3127,3737,2521,348,9302,239,136,56.9,103,43.1,5287,29734,15396,289,223,79,154,115,6725,547,25,13.7,6773,7907,85.7,110520,34445,21,15.7,16.5,5.3,144,471,140,23,552,17.445255474452555,0.33605588393336916,0.4016120365394949,0.2709296077377754,10.51094890510949,1.6788321167883213,40.29197080291971,21.094890510948908,17.445255474452555,228.24817518248176,272.77372262773724,184.01459854014598,W,1,13,13,1230,13.7,14,1.02,72,57,80.6,9,0,4,5,38.5,1,0,1,0,1,13.7,14,0,0,1,0,18.6,0.25,4.6,0.33999999999999997,43,160,26.9,399,74,30.3,31.4,155,8,5.2,12,0.88,16,25,13.7,236,141,115,87,34,247,42.1,143,147,55,92,132,368,203,4,11.313868613138686,17.226277372262775,9.635036496350365,26.86131386861314,8.394160583941606,2.4817518248175183,Overperformed,0.597457627118644
Real Madrid,22/23,SF,22,12,335,27.919999999999998,257,22,24,15,13,4,45,3.75,22,12,26,184,74,40.2,15.33,6.17,0.13,0.31,17.6,5,3,3,22.3,20.5,0.12000000000000001,3.7,2.5,0.06567164179104477,Overperformed,SF,22,53.7,12,8840,845,2587,3955,2376,309,8837,270,120,44.4,113,41.9,5616,29146,14677,284,207,94,140,86,6617,492,22,12,6655,7601,87.6,103798,32798,21,17.2,19.1,3.8,147,496,104,22,494,22.5,0.2926470588235294,0.4473981900452489,0.2687782805429864,12.25,1.8333333333333333,41.166666666666664,23.666666666666668,22.5,215.58333333333334,329.5833333333333,198,SF,2,12,12,1080,12,13,1.08,58,44,77.6,8,2,2,5,41.7,1,0,1,0,2,12,13,0,1,2,0,18.6,0.31,5.6,0.47000000000000003,26,95,27.4,322,80,22,30,147,10,6.8,8,0.6699999999999999,11.5,22,12,173,98,85,68,20,178,47.8,93,133,34,99,111,284,179,1,12.25,14.416666666666666,9.25,23.666666666666668,7.083333333333333,1.6666666666666667,Overperformed,0.5664739884393064
Red Star,18/19,GR,20,6,68,11.33,46,9,4,3,3,3,9,1.5,20,6,5,42,16,38.1,7,2.67,0.12000000000000001,0.31,20,0,0,0,2.9,2.9,0.07,2.1,2.1,0.1323529411764706,Overperformed,GR,20,30.5,6,2781,476,1227,1158,423,54,2781,70,41,58.6,29,41.4,1520,7429,3466,63,63,11,80,60,1404,116,20,6,1409,2028,69.5,25148,10790,3,2.4,1.9,0.6,30,80,23,8,118,11.666666666666666,0.4412081984897519,0.41639697950377563,0.15210355987055016,5,1.3333333333333333,19.666666666666668,10.5,11.666666666666666,204.5,193,70.5,GR,1,6,6,540,6,17,2.8299999999999996,56,38,71.4,1,1,4,2,33.3,2,1,1,0,1,6,17,1,2,1,0,18.7,0.3,1.7,0.28,47,136,34.6,155,25,57.4,43.4,99,4,4,6,1,14.1,20,6,86,48,53,27,6,90,33.3,60,77,25,52,109,195,206,4,16.5,14.333333333333334,18.166666666666668,32.5,8.833333333333334,1,Overperformed,0.5581395348837209
Red Star,19/20,GR,19,6,92,15.33,62,11,7,5,4,3,5,0.8300000000000001,19,6,3,55,17,30.9,9.17,2.8299999999999996,0.05,0.18,20.1,2,0,1,4,3.2,0.06,-1,-0.2,0.11956521739130435,Underperformed,GR,19,36.5,6,2906,451,1087,1397,454,78,2905,98,46,46.9,52,53.1,1495,8559,4557,82,57,15,101,45,1631,168,19,6,1641,2193,74.8,28578,11684,2,2.2,2.1,-0.2,38,96,25,9,168,16.333333333333332,0.3740536820371645,0.4807295251204405,0.15622849277357193,6.333333333333333,1.5,28,13.666666666666666,16.333333333333332,181.16666666666666,232.83333333333334,75.66666666666667,GR,1,6,6,540,6,20,3.3299999999999996,53,33,66,1,0,5,0,0,2,2,0,0,1,6,20,2,0,3,0,18.9,0.32999999999999996,-1.1,-0.18,41,122,33.6,132,23,56.1,40,118,3,2.5,4,0.6699999999999999,10.8,19,6,119,70,65,44,10,166,38,103,68,25,43,74,193,140,7,19.666666666666668,19.833333333333332,12.333333333333334,32.166666666666664,10.833333333333334,1.6666666666666667,Underperformed,0.5882352941176471
Rennes,20/21,GR,26,6,133,22.17,100,8,8,8,8,1,5,0.8300000000000001,26,6,3,71,25,35.2,11.83,4.17,0.01,0.04,18.3,3,2,2,7.6,6,0.09,-4.6,-5,0.06015037593984962,Underperformed,GR,26,49.5,6,3765,346,1183,1766,844,104,3763,95,57,60,38,40,2023,11068,5454,102,88,24,101,43,2505,214,26,6,2518,3151,79.9,45874,15572,1,4.9,4,-3.9,52,190,39,10,215,15.833333333333334,0.31420982735723774,0.46905710491367864,0.22416998671978752,8.666666666666666,1.6666666666666667,35.833333333333336,17,15.833333333333334,197.16666666666666,294.3333333333333,140.66666666666666,GR,2,6,6,540,6,11,1.83,29,18,69,0,1,5,0,0,2,2,0,0,2,6,11,2,0,0,0,11.3,0.32,0.3,0.04,30,83,36.1,154,26,35.7,35,80,1,1.3,8,1.33,18.3,26,6,74,46,35,28,11,89,36,57,49,13,36,65,139,91,1,13.333333333333334,12.333333333333334,10.833333333333334,23.166666666666668,5.833333333333333,1.8333333333333333,Overperformed,0.6216216216216216
Roma,18/19,R16,24,8.3,224,26.88,145,26,14,19,17,3,23,2.7600000000000002,24,8.3,14,129,53,41.1,15.48,6.359999999999999,0.1,0.25,17.9,6,1,1,15,14.2,0.11,-1,-1.2,0.11607142857142858,Underperformed,R16,24,49.3,8.3,5032,553,1630,2356,1100,189,5031,146,80,54.8,66,45.2,2753,15155,7862,153,100,39,115,81,3268,396,24,8.3,3282,4125,79.6,60190,24233,12,11.6,8.9,0.4,96,291,81,19,399,17.59036144578313,0.3239268680445151,0.4682034976152623,0.21860095389507153,11.566265060240962,2.2891566265060237,48.0722891566265,18.433734939759034,17.59036144578313,196.38554216867468,283.855421686747,132.5301204819277,R16,2,8,8,750,8.3,12,1.44,44,32,75,4,0,4,2,25,1,1,0,0,2,8.3,12,1,1,1,0,15,0.32999999999999996,3,0.36,39,111,35.1,208,52,31.3,25.1,111,5,4.5,6,0.72,19,24,8.3,122,77,58,50,14,115,35.7,74,92,29,63,81,203,168,4,13.373493975903614,14.69879518072289,9.759036144578312,24.457831325301203,6.987951807228915,1.686746987951807,Overperformed,0.6311475409836066
Schalke 04,18/19,R16,27,8,124,15.5,77,15,11,9,8,4,12,1.5,27,8,8,80,26,32.5,10,3.25,0.06,0.19,19.1,0,3,3,10.5,8.2,0.11,-2.5,-3.2,0.12096774193548387,Underperformed,R16,27,42.3,8,4164,393,1463,1921,830,125,4161,122,67,54.9,55,45.1,2076,12991,6767,147,104,31,104,102,2419,240,27,8,2440,3273,74.5,46792,16903,4,5.7,4.6,-1.7,55,168,40,7,241,15.25,0.35134486071085497,0.4613352545629203,0.19932756964457252,6.875,0.875,30.125,18.375,15.25,182.875,240.125,103.75,R16,2,8,8,720,8,14,1.75,32,17,62.5,3,2,3,4,50,3,2,1,0,2,8,14,2,1,1,0,12.5,0.3,-1.5,-0.19,33,98,33.7,156,31,42.3,37.4,59,2,3.4,3,0.38,13,27,8,170,107,87,72,11,167,40.7,99,100,27,73,108,278,155,4,7.375,21.25,13.5,34.75,10.875,1.375,Underperformed,0.6294117647058823
Sevilla,20/21,R16,25,8,225,28.130000000000003,158,30,9,9,18,1,21,2.62,25,8,13,128,49,38.3,16,6.119999999999999,0.09,0.24000000000000002,17.6,6,1,1,12.1,11.3,0.09,0.9,0.7,0.13333333333333333,Overperformed,R16,25,60.3,8,5842,441,1495,2857,1534,196,5841,127,76,59.8,51,40.2,3210,16215,8377,137,116,30,126,87,4180,312,25,8,4212,5040,83.6,74377,21580,8,8.1,8.6,-0.1,91,267,68,33,314,15.875,0.2559055118110236,0.4890448476549127,0.26258130777131117,11.375,4.125,39.25,17.125,15.875,186.875,357.125,191.75,R16,3,8,8,720,8,13,1.62,34,21,73.5,4,2,2,2,25,4,4,0,0,3,8,13,4,1,0,0,12.1,0.24000000000000002,-0.9,-0.11,28,64,43.8,183,26,24,25.5,80,3,3.8,9,1.1300000000000001,14,25,8,106,61,38,47,21,123,37.4,77,78,23,55,79,185,94,2,10,13.25,9.875,23.125,4.75,2.625,Underperformed,0.5754716981132075
