Squad,Year,Rank.x,# Pl.x.x,90s.x.x,SCA,SCA90,PassLive,PassDead,TO,Sh.x,Fld,Def,GCA,GCA90,# Pl.y.x,90s.y.x,Gls,Sh.y,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK.x,PK,PKatt.x,xG,npxG,npxG/Sh,G-xG,np:G-xG,prop_SCA_dead,performance,Rank.y,# Pl.x.y,Poss,90s.x.y,Touches,Def Pen,Def 3rd.x,Mid 3rd.x,Att 3rd.x,Att Pen,Live,Att.x.x,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.x,PrgDist.x,PrgC,1/3.x,CPA,Mis,Dis,Rec,PrgR,# Pl.y.y,90s.y.y,Cmp.x,Att.y.x,Cmp%.x,TotDist.y,PrgDist.y,Ast,xAG,xA,A-xAG,KP,1/3.y,PPA,CrsPA,PrgP,takeons_per_match,prop_def_third,prop_mid_third,prop_att_third,kp_90,crosses_90,PrgP_90,PrgC_90,takeons_attempted_90,def_third_touches_90,mid_third_touches_90,att_third_touches_90,Rank,# Pl.x,MP,Starts,Min,90s.x,GA.x,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt.y,PKA.x,PKsv,PKm,# Pl.y,90s.y,GA.y,PKA.y,FK.y,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp.y,Att.x.y,Cmp%.y,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,# Pl,90s,Tkl,TklW,Def 3rd.y,Mid 3rd.y,Att 3rd.y,Att.y.y,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,opp_90,tkl_90,int_90,tkl_int_90,def_3rd_90,att_3rd_90,save_performance,prop_tkl_w
Eint Frankfurt,22/23,R16,22,8,129,16.12,96,12,6,6,6,3,12,1.5,22,8,7,75,26,34.7,9.370000000000001,3.25,0.08,0.23,18.1,2,1,1,8,7.3,0.1,-1,-1.3,0.09302325581395349,Underperformed,R16,22,43.3,8,4589,441,1570,2170,891,125,4588,130,44,33.8,70,53.8,2613,13679,6578,140,104,25,120,87,2798,256,22,8,2827,3691,76.6,47000,16909,5,5.5,5,-0.5,51,190,37,4,258,16.25,0.3421224667683591,0.47286990629766834,0.19415994770102418,6.375,0.5,32.25,17.5,16.25,196.25,271.25,111.375,R16,1,8,8,720,8,13,1.62,41,27,73.2,3,1,4,2,25,4,2,1,1,1,8,13,2,0,0,0,14.5,0.29000000000000004,1.5,0.19,25,99,25.3,184,33,47.8,37.2,81,4,4.9,5,0.63,13,22,8,154,88,75,66,13,154,42.9,88,99,17,82,85,239,129,3,10.125,19.25,10.625,29.875,9.375,1.625,Overperformed,0.5714285714285714
FC Copenhagen,22/23,GR,25,6,90,15,65,9,3,6,6,1,1,0.17,25,6,1,54,16,29.6,9,2.67,0.02,0.06,17.8,3,0,0,4.8,4.8,0.09,-3.8,-3.8,0.1,Underperformed,GR,25,37.7,6,3102,397,1238,1273,620,97,3102,95,41,43.2,40,42.1,1371,8191,4190,73,52,21,64,36,1931,141,25,6,1950,2478,78.7,34295,11982,1,3.5,3.3,-2.5,38,127,27,6,142,15.833333333333334,0.39909735654416506,0.4103803997421019,0.19987105093488072,6.333333333333333,1,23.666666666666668,12.166666666666666,15.833333333333334,206.33333333333334,212.16666666666666,103.33333333333333,GR,2,6,6,540,6,12,2,38,26,71.1,0,3,3,2,33.3,2,1,1,0,2,6,12,1,0,1,1,11.6,0.26,0.6,0.11,32,101,31.7,144,23,45.8,39.1,76,8,10.5,4,0.6699999999999999,13.2,25,6,88,46,51,23,14,82,48.8,42,77,25,52,83,171,104,0,12.666666666666666,14.666666666666666,13.833333333333334,28.5,8.5,2.3333333333333335,Overperformed,0.5227272727272727
Ferencváros,20/21,GR,20,6,95,15.83,67,7,4,10,5,2,6,1,20,6,5,61,14,23,10.17,2.3299999999999996,0.07,0.29000000000000004,20.5,1,1,1,5.6,4.8,0.08,-0.6,-0.8,0.07368421052631578,Underperformed,GR,20,44.2,6,3708,436,1516,1633,594,78,3707,87,48,55.2,39,44.8,2355,10515,5501,69,62,11,103,53,2522,175,20,6,2554,3106,82.2,48627,15653,3,3.5,2.3,-0.5,45,135,31,3,181,14.5,0.40884573894282633,0.44039913700107874,0.16019417475728157,7.5,0.5,30.166666666666668,11.5,14.5,252.66666666666666,272.1666666666667,99,GR,1,6,6,540,6,17,2.8299999999999996,36,20,61.1,0,1,5,0,0,3,3,0,0,1,6,17,3,0,0,1,14.2,0.31,-1.8,-0.3,39,76,51.3,202,33,29.7,31,48,0,0,4,0.6699999999999999,15.1,20,6,83,47,50,21,12,90,37.8,56,61,19,42,96,179,73,5,8,13.833333333333334,16,29.833333333333332,8.333333333333334,2,Underperformed,0.5662650602409639
Galatasaray,18/19,GR,21,6,125,20.830000000000002,89,13,7,4,11,1,10,1.6700000000000002,21,6,5,66,18,27.3,11,3,0.05,0.17,20.2,7,2,3,9.9,7.5,0.11,-4.9,-4.5,0.104,Underperformed,GR,21,53.5,6,3641,320,1028,1799,841,98,3638,94,58,61.7,36,38.3,1718,10045,5426,100,69,15,92,46,2375,211,21,6,2394,3003,79.7,45179,15654,2,6.8,6.1,-4.8,52,177,35,5,212,15.666666666666666,0.28234001647898926,0.49409502883823125,0.23098049986267508,8.666666666666666,0.8333333333333334,35.333333333333336,16.666666666666668,15.666666666666666,171.33333333333334,299.8333333333333,140.16666666666666,GR,1,6,6,540,6,8,1.33,24,17,70.8,1,1,4,2,33.3,1,1,0,0,1,6,8,1,0,1,1,9.2,0.33999999999999997,2.2,0.36,42,107,39.3,174,24,44.8,37.2,74,10,13.5,7,1.1700000000000002,13.8,21,6,119,72,57,51,11,82,53.7,38,73,22,51,51,170,108,4,12.333333333333334,19.833333333333332,8.5,28.333333333333332,9.5,1.8333333333333333,Overperformed,0.6050420168067226
Galatasaray,19/20,GR,20,6,88,14.67,61,5,8,4,8,2,2,0.32999999999999996,20,6,1,50,9,18,8.33,1.5,0.02,0.11,20.5,4,0,0,4.2,4.2,0.08,-3.2,-3.2,0.056818181818181816,Underperformed,GR,20,46.7,6,3593,439,1291,1612,722,61,3593,91,59,64.8,32,35.2,1881,9518,4564,94,75,15,101,58,2291,170,20,6,2309,2971,77.7,39715,15557,1,3.4,3.3,-2.4,38,141,24,10,170,15.166666666666666,0.35930976899526856,0.44865015307542444,0.2009462844419705,6.333333333333333,1.6666666666666667,28.333333333333332,15.666666666666666,15.166666666666666,215.16666666666666,268.6666666666667,120.33333333333333,GR,1,6,6,540,6,14,2.3299999999999996,47,33,74.5,0,2,4,1,16.7,2,2,0,0,1,6,14,2,0,0,0,18,0.33999999999999997,4,0.6699999999999999,63,165,38.2,210,35,56.7,40.5,76,5,6.6,3,0.5,15.1,20,6,91,56,55,32,4,90,40,54,64,17,47,69,160,106,3,12.666666666666666,15.166666666666666,11.5,26.666666666666668,9.166666666666666,0.6666666666666666,Overperformed,0.6153846153846154
Genk,19/20,GR,20,6,119,19.830000000000002,79,14,12,5,8,1,8,1.33,20,6,5,67,21,31.3,11.17,3.5,0.07,0.24000000000000002,18.5,2,0,0,6.9,6.9,0.11,-1.9,-1.9,0.11764705882352941,Underperformed,GR,20,40.3,6,3250,457,1177,1335,765,87,3250,132,70,53,62,47,1569,9250,4644,95,77,21,107,51,1819,202,20,6,1836,2488,73.8,35523,13832,4,5.4,4.2,-1.4,52,126,38,15,202,22,0.36215384615384616,0.4107692307692308,0.2353846153846154,8.666666666666666,2.5,33.666666666666664,15.833333333333334,22,196.16666666666666,222.5,127.5,GR,2,6,6,540,6,20,3.3299999999999996,41,21,56.1,0,1,5,1,16.7,2,2,0,0,2,6,20,2,0,0,0,17.6,0.38,-2.4,-0.4,53,128,41.4,198,23,46,36.9,95,2,2.1,9,1.5,6.5,20,6,101,60,48,41,12,97,44.3,54,75,35,40,67,168,144,4,15.833333333333334,16.833333333333332,11.166666666666666,28,8,2,Underperformed,0.594059405940594
Hoffenheim,18/19,GR,25,6,165,27.5,137,6,8,8,5,1,19,3.17,25,6,11,92,31,33.7,15.33,5.17,0.11,0.32,19.3,3,1,1,11.1,10.3,0.11,-0.1,-0.3,0.03636363636363636,Underperformed,GR,25,45,6,3334,327,1058,1594,724,129,3333,86,62,72.1,24,27.9,1683,10428,5924,139,78,30,86,67,2130,257,25,6,2151,2713,79.3,40813,15283,7,8.5,6.5,-1.5,68,164,53,14,260,14.333333333333334,0.3173365326934613,0.47810437912417514,0.21715656868626274,11.333333333333334,2.3333333333333335,43.333333333333336,23.166666666666668,14.333333333333334,176.33333333333334,265.6666666666667,120.66666666666667,GR,1,6,6,540,6,14,2.3299999999999996,43,29,67.4,0,3,3,0,0,0,0,0,0,1,6,14,0,1,1,0,15.7,0.37,1.7,0.29000000000000004,37,85,43.5,165,28,31.5,31,68,2,2.9,8,1.33,19.1,25,6,119,62,75,31,13,123,41.5,72,65,21,44,54,173,89,6,11.333333333333334,19.833333333333332,9,28.833333333333332,12.5,2.1666666666666665,Overperformed,0.5210084033613446
Inter,18/19,GR,17,6,162,27,122,13,5,11,6,5,10,1.6700000000000002,17,6,6,91,26,28.6,15.17,4.33,0.07,0.23,17,4,0,0,8.6,8.6,0.1,-2.6,-2.6,0.08024691358024691,Underperformed,GR,17,47.7,6,3730,399,1256,1716,785,125,3730,67,34,50.7,33,49.3,1773,10954,5875,129,77,16,68,47,2475,241,17,6,2489,3077,80.9,42946,15899,4,7.4,6.9,-3.4,69,179,50,25,243,11.166666666666666,0.33672922252010723,0.4600536193029491,0.21045576407506703,11.5,4.166666666666667,40.5,21.5,11.166666666666666,209.33333333333334,286,130.83333333333334,GR,1,6,6,540,6,7,1.1700000000000002,39,32,82.1,2,2,2,0,0,0,0,0,0,1,6,7,0,0,0,0,8.5,0.22,1.5,0.25,25,54,46.3,159,43,20.1,26.7,81,5,6.2,3,0.5,12,17,6,109,61,65,40,4,104,36.5,66,62,17,45,62,171,125,3,13.5,18.166666666666668,10.333333333333334,28.5,10.833333333333334,0.6666666666666666,Overperformed,0.5596330275229358
Inter,19/20,GR,20,6,131,21.830000000000002,99,10,10,3,7,2,16,2.67,20,6,10,74,28,37.8,12.33,4.67,0.14,0.36,17.8,2,0,1,10,9.3,0.13,0,0.7,0.07633587786259542,Underperformed,GR,20,41.5,6,3452,456,1377,1521,589,102,3451,93,60,64.5,33,35.5,1786,10323,5414,94,55,27,62,45,2186,168,20,6,2204,2803,78.6,39968,13876,9,8,5.8,1,54,117,35,7,173,15.5,0.3988991888760139,0.4406141367323291,0.17062572421784472,9,1.1666666666666667,28.833333333333332,15.666666666666666,15.5,229.5,253.5,98.16666666666667,GR,1,6,6,540,6,9,1.5,30,21,73.3,2,1,3,1,16.7,1,1,0,0,1,6,9,1,0,0,0,9.8,0.31,0.8,0.14,24,48,50,178,36,16.9,26.7,59,2,3.4,3,0.5,11.2,20,6,114,54,60,46,8,113,38.9,69,76,20,56,89,203,105,2,9.833333333333334,19,14.833333333333334,33.833333333333336,10,1.3333333333333333,Overperformed,0.47368421052631576
Inter,20/21,GR,21,6,141,23.5,99,11,10,12,6,3,11,1.83,21,6,7,81,20,24.7,13.5,3.3299999999999996,0.09,0.35,15.4,5,0,0,8.3,8.3,0.11,-1.3,-1.3,0.07801418439716312,Underperformed,GR,21,50.3,6,3923,326,1087,1931,924,157,3923,79,45,57,34,43,2149,10448,5834,101,46,27,78,36,2762,284,21,6,2788,3369,82.8,52070,16428,6,5.9,6.6,0.1,59,232,65,22,289,13.166666666666666,0.27708386438949784,0.4922253377517206,0.23553403007902116,9.833333333333334,3.6666666666666665,48.166666666666664,16.833333333333332,13.166666666666666,181.16666666666666,321.8333333333333,154,GR,1,6,6,540,6,9,1.5,23,15,69.6,1,3,2,2,33.3,2,2,0,0,1,6,9,2,0,1,1,6.8,0.21000000000000002,-1.2,-0.2,14,29,48.3,151,21,18.5,26.8,48,1,2.1,10,1.6700000000000002,20.5,21,6,82,48,26,41,15,93,26.9,68,56,12,44,78,160,60,2,8,13.666666666666666,13,26.666666666666668,4.333333333333333,2.5,Underperformed,0.5853658536585366
Inter,21/22,R16,22,8,224,28,168,24,7,15,7,3,16,2,22,8,9,133,38,28.6,16.62,4.75,0.07,0.24000000000000002,16.2,4,0,0,12.8,12.8,0.11,-3.8,-3.8,0.10714285714285714,Underperformed,R16,22,49.1,8,5033,573,1670,2147,1254,213,5033,93,44,47.3,49,52.7,3117,15325,8012,146,92,33,105,49,3493,386,22,8,3535,4237,83.4,63351,21912,6,9.4,9.4,-3.4,100,302,83,26,389,11.625,0.3318100536459368,0.4265845420226505,0.24915557321676932,12.5,3.25,48.625,18.25,11.625,208.75,268.375,156.75,R16,1,8,8,720,8,7,0.8700000000000001,19,12,63.2,4,1,3,3,37.5,0,0,0,0,1,8,7,0,1,2,0,5.2,0.27,-1.8,-0.23,17,41,41.5,217,45,17.5,25.2,81,2,2.5,3,0.38,12.2,22,8,135,76,54,55,26,125,44.8,69,81,26,55,84,219,105,0,10.125,16.875,10.5,27.375,6.75,3.25,Underperformed,0.562962962962963
Inter,22/23,F,22,13,281,21.62,203,32,10,24,9,3,35,2.69,22,13,19,166,62,37.3,12.77,4.7700000000000005,0.11,0.29000000000000004,16.6,2,1,1,17.9,17.5,0.11,1.1,0.5,0.11387900355871886,Overperformed,F,22,45.6,13,7429,1028,2866,2971,1661,270,7428,163,78,47.9,62,38,4207,20379,10227,204,163,39,163,106,4747,436,22,13,4784,6011,79.6,91946,34311,17,14.3,13.4,2.7,123,336,93,32,440,12.538461538461538,0.3857854354556468,0.39991923542872526,0.22358325481222238,9.461538461538462,2.4615384615384617,33.84615384615385,15.692307692307692,12.538461538461538,220.46153846153845,228.53846153846155,127.76923076923077,F,1,13,13,1170,13,11,0.8500000000000001,57,47,80.7,7,3,3,8,61.5,0,0,0,0,1,13,11,0,0,2,1,17.6,0.31,7.6,0.58,84,191,44,419,63,35.8,34,196,14,7.1,3,0.23,10.1,22,13,230,138,130,73,27,227,45.4,124,149,46,103,123,353,276,1,15.076923076923077,17.692307692307693,9.461538461538462,27.153846153846153,10,2.076923076923077,Overperformed,0.6
Juventus,18/19,QF,22,10,291,29.1,212,25,15,20,18,1,25,2.5,22,10,14,156,40,25.6,15.6,4,0.07,0.28,18.2,9,3,3,18.9,16.7,0.11,-4.9,-5.7,0.0859106529209622,Underperformed,QF,22,55.2,10,6707,534,1679,3533,1565,216,6704,190,114,60,75,39.5,3661,20969,11253,227,180,47,150,93,4690,455,22,10,4714,5657,83.3,86350,28985,11,13.4,12.6,-2.4,119,324,89,29,460,19,0.25033547040405546,0.5267630833457582,0.23333830326524527,11.9,2.9,46,22.7,19,167.9,353.3,156.5,QF,1,10,10,900,10,9,0.9,31,22,74.2,5,1,4,5,50,2,1,1,0,1,10,9,1,1,2,1,9.6,0.25,1.6,0.16,74,134,55.2,213,36,41.3,35.9,113,3,2.7,9,0.9,15.5,22,10,141,88,69,54,18,133,39.8,80,100,31,69,116,257,175,4,11.3,14.1,11.6,25.7,6.9,1.8,Overperformed,0.624113475177305
Juventus,19/20,R16,23,8,197,24.62,142,12,19,7,15,2,21,2.62,23,8,14,108,36,33.3,13.5,4.5,0.12000000000000001,0.36,18.9,13,1,1,12,11.3,0.11,2,1.7,0.06091370558375635,Overperformed,R16,23,59.4,8,6097,488,1505,3084,1555,149,6096,139,93,66.9,45,32.4,3313,18335,9880,196,159,38,100,57,4484,374,23,8,4500,5282,85.2,75892,24190,10,7.9,7.6,2.1,71,336,69,20,377,17.375,0.2468427095292767,0.505822535673282,0.2550434639986879,8.875,2.5,47.125,24.5,17.375,188.125,385.5,194.375,R16,2,8,8,720,8,6,0.75,23,17,78.3,6,1,1,3,37.5,1,1,0,0,2,8,6,1,0,1,0,7.7,0.3,1.7,0.21000000000000002,19,34,55.9,172,48,11.6,25.8,105,4,3.8,7,0.88,15.2,23,8,110,67,52,42,16,110,35.5,71,68,24,44,86,196,146,3,13.125,13.75,10.75,24.5,6.5,2,Overperformed,0.6090909090909091
Juventus,20/21,R16,22,8.3,214,25.68,164,18,13,10,8,1,30,3.6,22,8.3,17,122,48,39.3,14.639999999999999,5.76,0.12000000000000001,0.31,17.7,3,2,2,15.8,14.3,0.12000000000000001,1.2,0.7,0.08411214953271028,Overperformed,R16,22,55.1,8.3,6053,439,1413,3230,1463,232,6051,146,90,61.6,56,38.4,3739,18393,9482,151,133,49,108,56,4427,435,22,8.3,4454,5227,85.2,78669,25279,14,11.2,8.5,2.8,101,355,82,29,437,17.59036144578313,0.23343796464563027,0.5336196927143565,0.24169833140591443,12.16867469879518,3.4939759036144573,52.65060240963855,18.19277108433735,17.59036144578313,170.24096385542168,389.15662650602405,176.26506024096383,R16,2,8,8,750,8.3,8,0.96,35,27,82.9,6,0,2,3,37.5,2,2,0,0,2,8.3,8,2,1,0,0,10.4,0.25,2.4,0.29000000000000004,10,21,47.6,146,31,9.6,22.2,67,3,4.5,10,1.2,17.2,22,8.3,135,86,62,57,16,148,41.2,87,70,18,52,122,257,102,4,8.072289156626505,16.265060240963855,14.69879518072289,30.963855421686745,7.469879518072289,1.9277108433734937,Overperformed,0.6370370370370371
